"chrom"	"start"	"end"	"cytoband"	"arm"
3	123800000	125800000	"q21.2"	"3q"
3	125800000	129200000	"q21.3"	"3q"
3	129200000	133700000	"q22.1"	"3q"
3	133700000	135700000	"q22.2"	"3q"
3	135700000	138700000	"q22.3"	"3q"
3	138700000	142800000	"q23"	"3q"
3	142800000	148900000	"q24"	"3q"
3	148900000	152100000	"q25.1"	"3q"
3	152100000	155000000	"q25.2"	"3q"
3	155000000	157000000	"q25.31"	"3q"
3	157000000	159000000	"q25.32"	"3q"
3	159000000	160700000	"q25.33"	"3q"
3	160700000	167600000	"q26.1"	"3q"
3	167600000	170900000	"q26.2"	"3q"
3	170900000	175700000	"q26.31"	"3q"
3	175700000	179000000	"q26.32"	"3q"
3	179000000	182700000	"q26.33"	"3q"
3	182700000	184500000	"q27.1"	"3q"
3	184500000	186000000	"q27.2"	"3q"
3	186000000	187900000	"q27.3"	"3q"
3	187900000	192300000	"q28"	"3q"
3	192300000	198022430	"q29"	"3q"
4	1	4500000	"p16.3"	"4p"
4	4500000	6000000	"p16.2"	"4p"
4	6000000	11300000	"p16.1"	"4p"
4	11300000	15200000	"p15.33"	"4p"
4	15200000	17800000	"p15.32"	"4p"
4	17800000	21300000	"p15.31"	"4p"
4	21300000	27700000	"p15.2"	"4p"
4	27700000	35800000	"p15.1"	"4p"
4	35800000	41200000	"p14"	"4p"
4	41200000	44600000	"p13"	"4p"
4	44600000	48200000	"p12"	"4p"
4	48200000	50800000	"p11"	"4p"
4	50800000	52700000	"q11"	"4q"
4	52700000	59500000	"q12"	"4q"
4	59500000	66600000	"q13.1"	"4q"
4	66600000	70400000	"q13.2"	"4q"
4	70400000	76300000	"q13.3"	"4q"
4	76300000	78900000	"q21.1"	"4q"
4	78900000	82400000	"q21.21"	"4q"
4	82400000	84100000	"q21.22"	"4q"
4	84100000	86900000	"q21.23"	"4q"
4	86900000	88000000	"q21.3"	"4q"
4	88000000	93700000	"q22.1"	"4q"
4	93700000	95100000	"q22.2"	"4q"
4	95100000	98800000	"q22.3"	"4q"
4	98800000	101100000	"q23"	"4q"
4	101100000	107700000	"q24"	"4q"
4	107700000	114100000	"q25"	"4q"
4	114100000	120800000	"q26"	"4q"
4	120800000	123800000	"q27"	"4q"
4	123800000	128800000	"q28.1"	"4q"
4	128800000	131100000	"q28.2"	"4q"
4	131100000	139500000	"q28.3"	"4q"
4	139500000	141500000	"q31.1"	"4q"
4	141500000	146800000	"q31.21"	"4q"
4	146800000	148500000	"q31.22"	"4q"
4	148500000	151100000	"q31.23"	"4q"
4	151100000	155600000	"q31.3"	"4q"
4	155600000	161800000	"q32.1"	"4q"
4	161800000	164600000	"q32.2"	"4q"
4	164600000	170100000	"q32.3"	"4q"
4	170100000	171900000	"q33"	"4q"
4	171900000	176300000	"q34.1"	"4q"
4	176300000	177500000	"q34.2"	"4q"
4	177500000	183200000	"q34.3"	"4q"
4	183200000	187100000	"q35.1"	"4q"
4	187100000	191154276	"q35.2"	"4q"
5	1	4500000	"p15.33"	"5p"
5	4500000	6300000	"p15.32"	"5p"
5	6300000	9800000	"p15.31"	"5p"
5	9800000	15000000	"p15.2"	"5p"
5	15000000	18400000	"p15.1"	"5p"
5	18400000	23300000	"p14.3"	"5p"
5	23300000	24600000	"p14.2"	"5p"
5	24600000	28900000	"p14.1"	"5p"
5	28900000	33800000	"p13.3"	"5p"
5	33800000	38400000	"p13.2"	"5p"
5	38400000	42300000	"p13.1"	"5p"
5	42300000	45700000	"p12"	"5p"
5	45700000	47600000	"p11"	"5p"
5	47600000	50400000	"q11.1"	"5q"
5	50400000	58900000	"q11.2"	"5q"
5	58900000	62900000	"q12.1"	"5q"
5	62900000	63200000	"q12.2"	"5q"
5	63200000	66700000	"q12.3"	"5q"
5	66700000	68400000	"q13.1"	"5q"
5	68400000	73300000	"q13.2"	"5q"
5	73300000	76900000	"q13.3"	"5q"
5	76900000	81400000	"q14.1"	"5q"
5	81400000	82800000	"q14.2"	"5q"
5	82800000	92300000	"q14.3"	"5q"
5	92300000	98200000	"q15"	"5q"
5	98200000	102800000	"q21.1"	"5q"
5	102800000	104500000	"q21.2"	"5q"
5	104500000	109600000	"q21.3"	"5q"
5	109600000	111500000	"q22.1"	"5q"
5	111500000	113100000	"q22.2"	"5q"
5	113100000	115200000	"q22.3"	"5q"
5	115200000	121400000	"q23.1"	"5q"
5	121400000	127300000	"q23.2"	"5q"
5	127300000	130600000	"q23.3"	"5q"
5	130600000	136200000	"q31.1"	"5q"
5	136200000	139500000	"q31.2"	"5q"
5	139500000	144500000	"q31.3"	"5q"
5	144500000	149800000	"q32"	"5q"
5	149800000	152700000	"q33.1"	"5q"
5	152700000	155700000	"q33.2"	"5q"
5	155700000	159900000	"q33.3"	"5q"
5	159900000	168500000	"q34"	"5q"
5	168500000	172800000	"q35.1"	"5q"
5	172800000	176600000	"q35.2"	"5q"
5	176600000	180915260	"q35.3"	"5q"
6	1	2300000	"p25.3"	"6p"
6	2300000	4200000	"p25.2"	"6p"
6	4200000	7100000	"p25.1"	"6p"
6	7100000	10600000	"p24.3"	"6p"
6	10600000	11600000	"p24.2"	"6p"
6	11600000	13400000	"p24.1"	"6p"
6	13400000	15200000	"p23"	"6p"
6	15200000	25200000	"p22.3"	"6p"
6	25200000	27000000	"p22.2"	"6p"
6	27000000	30400000	"p22.1"	"6p"
6	30400000	32100000	"p21.33"	"6p"
6	32100000	33500000	"p21.32"	"6p"
6	33500000	36600000	"p21.31"	"6p"
6	36600000	40500000	"p21.2"	"6p"
6	40500000	46200000	"p21.1"	"6p"
6	46200000	51800000	"p12.3"	"6p"
6	51800000	52900000	"p12.2"	"6p"
6	52900000	57000000	"p12.1"	"6p"
6	57000000	58700000	"p11.2"	"6p"
6	58700000	60500000	"p11.1"	"6p"
6	60500000	63300000	"q11.1"	"6q"
6	63300000	63400000	"q11.2"	"6q"
6	63400000	70000000	"q12"	"6q"
6	70000000	75900000	"q13"	"6q"
6	75900000	83900000	"q14.1"	"6q"
6	83900000	84900000	"q14.2"	"6q"
6	84900000	88000000	"q14.3"	"6q"
6	88000000	93100000	"q15"	"6q"
6	93100000	99500000	"q16.1"	"6q"
6	99500000	100600000	"q16.2"	"6q"
6	100600000	105500000	"q16.3"	"6q"
6	105500000	114600000	"q21"	"6q"
6	114600000	118300000	"q22.1"	"6q"
6	118300000	118500000	"q22.2"	"6q"
6	118500000	126100000	"q22.31"	"6q"
6	126100000	127100000	"q22.32"	"6q"
6	127100000	130300000	"q22.33"	"6q"
6	130300000	131200000	"q23.1"	"6q"
6	131200000	135200000	"q23.2"	"6q"
6	135200000	139000000	"q23.3"	"6q"
6	139000000	142800000	"q24.1"	"6q"
6	142800000	145600000	"q24.2"	"6q"
6	145600000	149000000	"q24.3"	"6q"
6	149000000	152500000	"q25.1"	"6q"
6	152500000	155500000	"q25.2"	"6q"
6	155500000	161000000	"q25.3"	"6q"
6	161000000	164500000	"q26"	"6q"
6	164500000	171115067	"q27"	"6q"
7	1	2800000	"p22.3"	"7p"
7	2800000	4500000	"p22.2"	"7p"
7	4500000	7300000	"p22.1"	"7p"
7	7300000	13800000	"p21.3"	"7p"
7	13800000	16500000	"p21.2"	"7p"
7	16500000	20900000	"p21.1"	"7p"
7	20900000	25500000	"p15.3"	"7p"
7	25500000	28000000	"p15.2"	"7p"
7	28000000	28800000	"p15.1"	"7p"
7	28800000	35000000	"p14.3"	"7p"
7	35000000	37200000	"p14.2"	"7p"
7	37200000	43300000	"p14.1"	"7p"
7	43300000	45400000	"p13"	"7p"
7	45400000	48900000	"p12.3"	"7p"
7	48900000	50300000	"p12.2"	"7p"
7	50300000	53700000	"p12.1"	"7p"
7	53700000	57300000	"p11.2"	"7p"
7	57300000	58400000	"p11.1"	"7p"
7	58400000	61200000	"q11.1"	"7q"
7	61200000	67000000	"q11.21"	"7q"
7	67000000	72200000	"q11.22"	"7q"
7	72200000	77500000	"q11.23"	"7q"
7	77500000	86400000	"q21.11"	"7q"
7	86400000	88200000	"q21.12"	"7q"
7	88200000	91100000	"q21.13"	"7q"
7	91100000	92800000	"q21.2"	"7q"
7	92800000	98000000	"q21.3"	"7q"
7	98000000	103800000	"q22.1"	"7q"
7	103800000	104500000	"q22.2"	"7q"
7	104500000	107400000	"q22.3"	"7q"
7	107400000	114600000	"q31.1"	"7q"
7	114600000	117400000	"q31.2"	"7q"
7	117400000	121100000	"q31.31"	"7q"
7	121100000	123800000	"q31.32"	"7q"
7	123800000	127100000	"q31.33"	"7q"
7	127100000	129200000	"q32.1"	"7q"
7	129200000	130400000	"q32.2"	"7q"
7	130400000	132600000	"q32.3"	"7q"
7	132600000	138200000	"q33"	"7q"
7	138200000	143100000	"q34"	"7q"
7	143100000	147900000	"q35"	"7q"
7	147900000	152600000	"q36.1"	"7q"
7	152600000	155100000	"q36.2"	"7q"
7	155100000	159138663	"q36.3"	"7q"
8	1	2200000	"p23.3"	"8p"
8	2200000	6200000	"p23.2"	"8p"
8	6200000	12700000	"p23.1"	"8p"
8	12700000	19000000	"p22"	"8p"
8	19000000	23300000	"p21.3"	"8p"
8	23300000	27400000	"p21.2"	"8p"
8	27400000	28800000	"p21.1"	"8p"
8	28800000	36500000	"p12"	"8p"
8	36500000	38300000	"p11.23"	"8p"
8	38300000	39700000	"p11.22"	"8p"
8	39700000	42900000	"p11.21"	"8p"
8	42900000	44200000	"p11.1"	"8p"
8	44200000	47900000	"q11.1"	"8q"
8	47900000	52200000	"q11.21"	"8q"
8	52200000	52600000	"q11.22"	"8q"
8	52600000	55500000	"q11.23"	"8q"
8	55500000	61600000	"q12.1"	"8q"
8	61600000	62200000	"q12.2"	"8q"
8	62200000	66000000	"q12.3"	"8q"
8	66000000	68000000	"q13.1"	"8q"
8	68000000	70500000	"q13.2"	"8q"
8	70500000	73900000	"q13.3"	"8q"
8	73900000	78300000	"q21.11"	"8q"
8	78300000	80100000	"q21.12"	"8q"
8	80100000	84600000	"q21.13"	"8q"
8	84600000	86900000	"q21.2"	"8q"
8	86900000	93300000	"q21.3"	"8q"
8	93300000	99000000	"q22.1"	"8q"
8	99000000	101600000	"q22.2"	"8q"
8	101600000	106200000	"q22.3"	"8q"
8	106200000	110500000	"q23.1"	"8q"
8	110500000	112100000	"q23.2"	"8q"
8	112100000	117700000	"q23.3"	"8q"
8	117700000	119200000	"q24.11"	"8q"
8	119200000	122500000	"q24.12"	"8q"
8	122500000	127300000	"q24.13"	"8q"
8	127300000	131500000	"q24.21"	"8q"
8	131500000	136400000	"q24.22"	"8q"
8	136400000	139900000	"q24.23"	"8q"
8	139900000	146364022	"q24.3"	"8q"
9	1	2200000	"p24.3"	"9p"
9	2200000	4600000	"p24.2"	"9p"
9	4600000	9000000	"p24.1"	"9p"
9	9000000	14200000	"p23"	"9p"
9	14200000	16600000	"p22.3"	"9p"
9	16600000	18500000	"p22.2"	"9p"
9	18500000	19900000	"p22.1"	"9p"
9	19900000	25600000	"p21.3"	"9p"
9	25600000	28000000	"p21.2"	"9p"
9	28000000	33200000	"p21.1"	"9p"
9	33200000	36300000	"p13.3"	"9p"
9	36300000	37900000	"p13.2"	"9p"
9	37900000	38400000	"p13.1"	"9p"
9	38400000	38500000	"p12"	"9p"
9	38500000	39000000	"p11.2"	"9p"
9	39000000	40100000	"p11.1"	"9p"
9	40100000	45300000	"q11"	"9q"
9	45300000	59200000	"q12"	"9q"
9	59200000	65200000	"q13"	"9q"
9	65200000	71900000	"q21.11"	"9q"
9	71900000	74000000	"q21.12"	"9q"
9	74000000	79200000	"q21.13"	"9q"
9	79200000	81100000	"q21.2"	"9q"
9	81100000	84100000	"q21.31"	"9q"
9	84100000	86900000	"q21.32"	"9q"
9	86900000	90400000	"q21.33"	"9q"
9	90400000	91800000	"q22.1"	"9q"
9	91800000	93900000	"q22.2"	"9q"
9	93900000	96600000	"q22.31"	"9q"
9	96600000	99300000	"q22.32"	"9q"
9	99300000	102600000	"q22.33"	"9q"
9	102600000	108200000	"q31.1"	"9q"
9	108200000	111300000	"q31.2"	"9q"
9	111300000	114900000	"q31.3"	"9q"
9	114900000	117700000	"q32"	"9q"
9	117700000	122500000	"q33.1"	"9q"
9	122500000	125800000	"q33.2"	"9q"
9	125800000	130300000	"q33.3"	"9q"
9	130300000	133500000	"q34.11"	"9q"
9	133500000	134000000	"q34.12"	"9q"
9	134000000	135900000	"q34.13"	"9q"
9	135900000	137400000	"q34.2"	"9q"
9	137400000	141213431	"q34.3"	"9q"
10	1	3000000	"p15.3"	"10p"
10	3000000	3800000	"p15.2"	"10p"
10	3800000	6600000	"p15.1"	"10p"
10	6600000	12200000	"p14"	"10p"
10	12200000	17300000	"p13"	"10p"
10	17300000	18600000	"p12.33"	"10p"
10	18600000	18700000	"p12.32"	"10p"
10	18700000	22600000	"p12.31"	"10p"
10	22600000	24600000	"p12.2"	"10p"
10	24600000	29600000	"p12.1"	"10p"
10	29600000	31300000	"p11.23"	"10p"
10	31300000	34400000	"p11.22"	"10p"
10	34400000	37900000	"p11.21"	"10p"
10	37900000	39900000	"p11.1"	"10p"
10	39900000	42000000	"q11.1"	"10q"
10	42000000	46000000	"q11.21"	"10q"
10	46000000	49800000	"q11.22"	"10q"
10	49800000	52900000	"q11.23"	"10q"
10	52900000	61200000	"q21.1"	"10q"
10	61200000	64500000	"q21.2"	"10q"
10	64500000	70600000	"q21.3"	"10q"
10	70600000	74900000	"q22.1"	"10q"
10	74900000	77700000	"q22.2"	"10q"
10	77700000	82000000	"q22.3"	"10q"
10	82000000	87900000	"q23.1"	"10q"
10	87900000	89500000	"q23.2"	"10q"
10	89500000	92900000	"q23.31"	"10q"
10	92900000	94100000	"q23.32"	"10q"
10	94100000	97000000	"q23.33"	"10q"
10	97000000	99300000	"q24.1"	"10q"
10	99300000	101900000	"q24.2"	"10q"
10	101900000	103000000	"q24.31"	"10q"
10	103000000	104900000	"q24.32"	"10q"
10	104900000	105800000	"q24.33"	"10q"
10	105800000	111900000	"q25.1"	"10q"
10	111900000	114900000	"q25.2"	"10q"
10	114900000	119100000	"q25.3"	"10q"
10	119100000	121700000	"q26.11"	"10q"
10	121700000	123100000	"q26.12"	"10q"
10	123100000	127500000	"q26.13"	"10q"
10	127500000	130600000	"q26.2"	"10q"
10	130600000	135534747	"q26.3"	"10q"
11	1	2800000	"p15.5"	"11p"
11	2800000	10700000	"p15.4"	"11p"
11	10700000	12700000	"p15.3"	"11p"
11	12700000	16200000	"p15.2"	"11p"
11	16200000	21700000	"p15.1"	"11p"
11	21700000	26100000	"p14.3"	"11p"
11	26100000	27200000	"p14.2"	"11p"
11	27200000	31000000	"p14.1"	"11p"
11	31000000	36400000	"p13"	"11p"
11	36400000	43500000	"p12"	"11p"
11	43500000	49100000	"p11.2"	"11p"
11	49100000	53300000	"p11.12"	"11p"
11	53300000	55500000	"p11.11"	"11p"
11	55500000	57100000	"q11"	"11q"
11	57100000	60100000	"q12.1"	"11q"
11	60100000	61700000	"q12.2"	"11q"
11	61700000	63400000	"q12.3"	"11q"
11	63400000	65900000	"q13.1"	"11q"
11	65900000	68400000	"q13.2"	"11q"
11	68400000	70400000	"q13.3"	"11q"
11	70400000	75200000	"q13.4"	"11q"
11	75200000	77100000	"q13.5"	"11q"
11	77100000	85600000	"q14.1"	"11q"
11	85600000	88300000	"q14.2"	"11q"
11	88300000	92800000	"q14.3"	"11q"
11	92800000	97200000	"q21"	"11q"
11	97200000	102100000	"q22.1"	"11q"
11	102100000	102900000	"q22.2"	"11q"
11	102900000	110400000	"q22.3"	"11q"
11	110400000	112500000	"q23.1"	"11q"
11	112500000	114500000	"q23.2"	"11q"
11	114500000	121200000	"q23.3"	"11q"
11	121200000	123900000	"q24.1"	"11q"
11	123900000	127800000	"q24.2"	"11q"
11	127800000	130800000	"q24.3"	"11q"
11	130800000	135006516	"q25"	"11q"
12	1	3300000	"p13.33"	"12p"
12	3300000	5400000	"p13.32"	"12p"
12	5400000	10100000	"p13.31"	"12p"
12	10100000	12800000	"p13.2"	"12p"
12	12800000	14800000	"p13.1"	"12p"
12	14800000	20000000	"p12.3"	"12p"
12	20000000	21300000	"p12.2"	"12p"
12	21300000	26500000	"p12.1"	"12p"
12	26500000	27800000	"p11.23"	"12p"
12	27800000	30700000	"p11.22"	"12p"
12	30700000	33300000	"p11.21"	"12p"
12	33300000	36400000	"p11.1"	"12p"
12	36400000	38200000	"q11"	"12q"
12	38200000	46400000	"q12"	"12q"
12	46400000	49100000	"q13.11"	"12q"
12	49100000	51500000	"q13.12"	"12q"
12	51500000	54900000	"q13.13"	"12q"
12	54900000	56600000	"q13.2"	"12q"
12	56600000	58100000	"q13.3"	"12q"
12	58100000	63100000	"q14.1"	"12q"
12	63100000	65100000	"q14.2"	"12q"
12	65100000	67700000	"q14.3"	"12q"
12	67700000	71500000	"q15"	"12q"
12	71500000	75700000	"q21.1"	"12q"
12	75700000	80300000	"q21.2"	"12q"
12	80300000	86700000	"q21.31"	"12q"
12	86700000	89000000	"q21.32"	"12q"
12	89000000	92600000	"q21.33"	"12q"
12	92600000	96200000	"q22"	"12q"
12	96200000	101600000	"q23.1"	"12q"
12	101600000	103800000	"q23.2"	"12q"
12	103800000	109000000	"q23.3"	"12q"
12	109000000	111700000	"q24.11"	"12q"
12	111700000	112300000	"q24.12"	"12q"
12	112300000	114300000	"q24.13"	"12q"
12	114300000	116800000	"q24.21"	"12q"
12	116800000	118100000	"q24.22"	"12q"
12	118100000	120700000	"q24.23"	"12q"
12	120700000	125900000	"q24.31"	"12q"
12	125900000	129300000	"q24.32"	"12q"
12	129300000	133851895	"q24.33"	"12q"
13	1	3600000	"p13"	"13p"
13	3600000	7900000	"p12"	"13p"
13	7900000	12800000	"p11.2"	"13p"
13	12800000	15200000	"p11.1"	"13p"
13	15200000	18200000	"q11"	"13q"
13	18200000	22700000	"q12.11"	"13q"
13	22700000	25500000	"q12.12"	"13q"
13	25500000	27800000	"q12.13"	"13q"
13	27800000	28900000	"q12.2"	"13q"
13	28900000	32200000	"q12.3"	"13q"
13	32200000	34000000	"q13.1"	"13q"
13	34000000	35500000	"q13.2"	"13q"
13	35500000	40100000	"q13.3"	"13q"
13	40100000	45200000	"q14.11"	"13q"
13	45200000	45800000	"q14.12"	"13q"
13	45800000	47300000	"q14.13"	"13q"
13	47300000	50900000	"q14.2"	"13q"
13	50900000	55300000	"q14.3"	"13q"
13	55300000	59600000	"q21.1"	"13q"
13	59600000	62300000	"q21.2"	"13q"
13	62300000	65700000	"q21.31"	"13q"
13	65700000	68600000	"q21.32"	"13q"
13	68600000	73300000	"q21.33"	"13q"
13	73300000	75400000	"q22.1"	"13q"
13	75400000	77200000	"q22.2"	"13q"
13	77200000	79000000	"q22.3"	"13q"
13	79000000	87700000	"q31.1"	"13q"
13	87700000	90000000	"q31.2"	"13q"
13	90000000	95000000	"q31.3"	"13q"
13	95000000	98200000	"q32.1"	"13q"
13	98200000	99300000	"q32.2"	"13q"
13	99300000	101700000	"q32.3"	"13q"
13	101700000	104800000	"q33.1"	"13q"
13	104800000	107000000	"q33.2"	"13q"
13	107000000	110300000	"q33.3"	"13q"
13	110300000	115169878	"q34"	"13q"
14	1	2900000	"p13"	"14p"
14	2900000	6300000	"p12"	"14p"
14	6300000	12800000	"p11.2"	"14p"
14	12800000	14700000	"p11.1"	"14p"
14	14700000	17500000	"q11.1"	"14q"
14	17500000	24600000	"q11.2"	"14q"
14	24600000	33300000	"q12"	"14q"
14	33300000	35300000	"q13.1"	"14q"
14	35300000	36600000	"q13.2"	"14q"
14	36600000	37800000	"q13.3"	"14q"
14	37800000	43400000	"q21.1"	"14q"
14	43400000	47200000	"q21.2"	"14q"
14	47200000	50900000	"q21.3"	"14q"
14	50900000	54100000	"q22.1"	"14q"
14	54100000	55500000	"q22.2"	"14q"
14	55500000	58100000	"q22.3"	"14q"
14	58100000	62100000	"q23.1"	"14q"
14	62100000	64900000	"q23.2"	"14q"
14	64900000	67900000	"q23.3"	"14q"
14	67900000	70200000	"q24.1"	"14q"
14	70200000	73800000	"q24.2"	"14q"
14	73800000	79300000	"q24.3"	"14q"
14	79300000	83600000	"q31.1"	"14q"
14	83600000	84900000	"q31.2"	"14q"
14	84900000	89800000	"q31.3"	"14q"
14	89800000	91900000	"q32.11"	"14q"
14	91900000	94700000	"q32.12"	"14q"
14	94700000	96300000	"q32.13"	"14q"
14	96300000	101400000	"q32.2"	"14q"
14	101400000	103200000	"q32.31"	"14q"
14	103200000	104000000	"q32.32"	"14q"
14	104000000	107349540	"q32.33"	"14q"
15	1	3400000	"p13"	"15p"
